source_index,lotName,waferIndex,label,split,label_id,wafer_die_count,fail_die_count,fail_die_fraction,component_count,largest_component_fraction,singleton_fail_fraction,component_size_cv,centroid_offset_normalized,radial_mean_normalized,radial_std_normalized,edge_fail_fraction,spatial_dispersion_normalized,predicted_label_id_seed42,correct_seed42,predicted_label_id_seed123,correct_seed123,predicted_label_id_seed2026,correct_seed2026,error_count_across_seeds,error_rate_across_seeds,predicted_none_count_across_seeds,predicted_none_rate_across_seeds,error_group,unanimous_to_none
245,lot10,21,none,test,8,3237,543,0.1677479147,44,0.08839779006,0,0.7589233572,0.08947783726,0.7285674477,0.235223777,0.4990791897,0.7602845326,8,True,8,True,8,True,0,0,3,,all_correct,False
246,lot10,22,none,test,8,3237,527,0.1628050664,42,0.0834914611,0,0.7460009466,0.02193805687,0.6946758281,0.2329065912,0.4250474383,0.7322812133,8,True,8,True,8,True,0,0,3,,all_correct,False
247,lot10,23,none,test,8,3237,510,0.1575532901,47,0.06470588235,0,0.6925717658,0.01469816944,0.7266267789,0.2198269275,0.4784313725,0.7589463519,8,True,8,True,8,True,0,0,3,,all_correct,False
248,lot10,24,none,test,8,3237,394,0.1217176398,47,0.08375634518,0,0.7780901848,0.1043779904,0.7119437153,0.2409402799,0.4720812183,0.7442270935,8,True,8,True,8,True,0,0,3,,all_correct,False
249,lot10,25,none,test,8,3237,550,0.1699104109,40,0.1127272727,0,0.8973602124,0.09617575546,0.6360897352,0.2665919748,0.3963636364,0.6828634093,8,True,8,True,8,True,0,0,3,,all_correct,False
275,lot12,1,none,test,8,3237,655,0.202347853,38,0.1114503817,0,0.9810747343,0.04968035432,0.6919424652,0.252658607,0.4763358779,0.7348844461,8,True,8,True,8,True,0,0,3,,all_correct,False
277,lot12,3,none,test,8,3237,651,0.2011121409,43,0.1105990783,0,0.962553477,0.09607777388,0.686731329,0.2391942506,0.4178187404,0.7207600037,8,True,8,True,8,True,0,0,3,,all_correct,False
278,lot12,4,none,test,8,3237,485,0.1498300896,42,0.09278350515,0,0.7918841825,0.09617293853,0.6913419068,0.2435842374,0.4536082474,0.7265778293,8,True,8,True,8,True,0,0,3,,all_correct,False
279,lot12,5,none,test,8,3237,431,0.1331479765,45,0.07192575406,0,0.6057357085,0.0844758351,0.6895210908,0.2453949867,0.4361948956,0.726898995,8,True,8,True,8,True,0,0,3,,all_correct,False
280,lot12,6,none,test,8,3237,594,0.1835032437,39,0.08922558923,0,0.7545562721,0.05065464793,0.6779313831,0.2533029611,0.4393939394,0.7218583237,8,True,8,True,8,True,0,0,3,,all_correct,False
281,lot12,7,none,test,8,3237,571,0.1763978993,43,0.0700525394,0,0.6883000452,0.1014409994,0.7164266028,0.2600398926,0.5218914186,0.7553006828,8,True,8,True,8,True,0,0,3,,all_correct,False
282,lot12,8,none,test,8,3237,589,0.1819586036,44,0.1052631579,0,0.953159474,0.05761676733,0.6924528209,0.221562484,0.3989813243,0.7246915254,8,True,8,True,8,True,0,0,3,,all_correct,False
283,lot12,9,none,test,8,3237,411,0.1269694161,34,0.1167883212,0,0.7258716513,0.1185055111,0.7069053329,0.2443717193,0.4793187348,0.7384062788,8,True,8,True,8,True,0,0,3,,all_correct,False
284,lot12,10,none,test,8,3237,577,0.1782514674,46,0.09532062392,0,0.7653576126,0.06628455469,0.622311454,0.2651479224,0.3500866551,0.673096933,8,True,8,True,8,True,0,0,3,,all_correct,False
285,lot12,11,none,test,8,3237,706,0.218103182,38,0.1104815864,0,1.052555356,0.0244254242,0.7187482268,0.2172362892,0.4419263456,0.7504179994,8,True,8,True,8,True,0,0,3,,all_correct,False
286,lot12,12,none,test,8,3237,442,0.1365461847,37,0.07466063348,0,0.6408528292,0.165968426,0.6778771024,0.2498814598,0.4343891403,0.7030443249,8,True,8,True,8,True,0,0,3,,all_correct,False
287,lot12,13,none,test,8,3237,552,0.1705282669,46,0.09782608696,0,0.9541980021,0.04674570909,0.7385463944,0.2223009514,0.5362318841,0.7698011454,8,True,8,True,8,True,0,0,3,,all_correct,False
289,lot12,15,none,test,8,3237,419,0.1294408403,40,0.1002386635,0,0.7331202617,0.1130710704,0.659036854,0.2603345184,0.4057279236,0.6993974675,8,True,8,True,8,True,0,0,3,,all_correct,False
290,lot12,16,none,test,8,3237,464,0.1433426012,40,0.1056034483,0,0.8081738136,0.2033955013,0.6992550823,0.2658090316,0.536637931,0.7197847658,8,True,8,True,8,True,0,0,3,,all_correct,False
291,lot12,17,none,test,8,3237,515,0.1590979302,47,0.09126213592,0,0.8561057216,0.08145957123,0.6933470792,0.2338270676,0.4194174757,0.7270924582,8,True,8,True,8,True,0,0,3,,all_correct,False
292,lot12,18,none,test,8,3237,459,0.1417979611,39,0.07407407407,0,0.7302564116,0.1276055211,0.6923603536,0.2644175006,0.4923747277,0.7299616298,8,True,8,True,8,True,0,0,3,,all_correct,False
293,lot12,19,none,test,8,3237,602,0.1859746679,39,0.1312292359,0,1.084125534,0.06291368652,0.6907094701,0.2511250357,0.4634551495,0.7321751612,8,True,8,True,8,True,0,0,3,,all_correct,False
294,lot12,20,none,test,8,3237,384,0.1186283596,45,0.09375,0,0.7879418657,0.08930971489,0.6398818236,0.2539124533,0.34375,0.6824779574,8,True,8,True,8,True,0,0,3,,all_correct,False
295,lot12,21,none,test,8,3237,431,0.1331479765,36,0.09280742459,0,0.8329932597,0.08212969654,0.7440357242,0.2312089617,0.5684454756,0.7747111876,8,True,8,True,8,True,0,0,3,,all_correct,False
296,lot12,22,none,test,8,3237,514,0.1587890022,44,0.0719844358,0,0.7618135103,0.03933674149,0.6616387994,0.2541618985,0.4182879377,0.7075953043,8,True,8,True,8,True,0,0,3,,all_correct,False
298,lot12,24,none,test,8,3237,417,0.1288229842,43,0.08633093525,0,0.6737617459,0.0502361114,0.7176036828,0.2365079129,0.5011990408,0.7538124651,8,True,8,True,8,True,0,0,3,,all_correct,False
299,lot12,25,none,test,8,3237,533,0.1646586345,37,0.08818011257,0,0.8235599945,0.06381409288,0.6830806659,0.2377491058,0.382739212,0.7203787511,8,True,8,True,8,True,0,0,3,,all_correct,False
350,lot15,1,none,test,8,3237,531,0.1640407785,41,0.1468926554,0,1.07405639,0.13072832,0.7041594714,0.2456781626,0.5009416196,0.7341626244,8,True,8,True,8,True,0,0,3,,all_correct,False
351,lot15,2,none,test,8,3237,477,0.1473586654,40,0.07966457023,0,0.739241189,0.01501781442,0.6725309734,0.2565600948,0.4444444444,0.7195536559,8,True,8,True,8,True,0,0,3,,all_correct,False
352,lot15,3,none,test,8,3237,493,0.1523015137,43,0.08113590264,0,0.7746183709,0.1263510634,0.7007769449,0.2155637991,0.4259634888,0.7221476523,8,True,8,True,8,True,0,0,3,,all_correct,False
353,lot15,4,none,test,8,3237,471,0.1455050973,37,0.1380042463,0,0.9786568874,0.04400668802,0.6891999042,0.2511465206,0.4798301486,0.7321206034,8,True,8,True,8,True,0,0,3,,all_correct,False
354,lot15,5,none,test,8,3237,566,0.1748532592,39,0.222614841,0,1.377082576,0.06176381744,0.7232755968,0.2114918301,0.4628975265,0.7509744255,8,True,8,True,8,True,0,0,3,,all_correct,False
355,lot15,6,none,test,8,3237,426,0.1316033364,41,0.07276995305,0,0.5971318389,0.06633095497,0.7081218936,0.2296434865,0.4530516432,0.7413832732,8,True,8,True,8,True,0,0,3,,all_correct,False
356,lot15,7,none,test,8,3237,559,0.1726907631,43,0.1395348837,0,1.063892914,0.05272949945,0.64574472,0.2765869597,0.4203935599,0.7004065516,8,True,8,True,8,True,0,0,3,,all_correct,False
357,lot15,8,none,test,8,3237,527,0.1628050664,44,0.06641366224,0,0.7133487739,0.1186067824,0.680011909,0.245334479,0.4231499051,0.7130381641,8,True,8,True,8,True,0,0,3,,all_correct,False
358,lot15,9,none,test,8,3237,526,0.1624961384,44,0.07034220532,0,0.7182177073,0.09110000144,0.7075818312,0.2422674844,0.5057034221,0.7422632868,8,True,8,True,8,True,0,0,3,,all_correct,False
359,lot15,10,none,test,8,3237,474,0.1464318814,37,0.1054852321,0,0.7665521486,0.09050239573,0.6064059007,0.2525616268,0.2827004219,0.6505307338,8,True,8,True,8,True,0,0,3,,all_correct,False
360,lot15,11,none,test,8,3237,421,0.1300586963,49,0.06650831354,0,0.6414278466,0.02311036688,0.7131574551,0.2352448813,0.4489311164,0.7505119397,8,True,8,True,8,True,0,0,3,,all_correct,False
361,lot15,12,none,test,8,3237,623,0.1924621563,44,0.1203852327,0,1.273542041,0.03425834444,0.7009363531,0.2626249691,0.481540931,0.7476625589,8,True,8,True,8,True,0,0,3,,all_correct,False
362,lot15,13,none,test,8,3237,657,0.202965709,38,0.1598173516,0,1.10855209,0.02889917305,0.671618823,0.2453776248,0.3911719939,0.7143915004,8,True,8,True,8,True,0,0,3,,all_correct,False
363,lot15,14,none,test,8,3237,646,0.1995675008,44,0.09907120743,0,0.9604117031,0.04714441469,0.6874247644,0.2337874857,0.4024767802,0.72450134,8,True,8,True,8,True,0,0,3,,all_correct,False
364,lot15,15,none,test,8,3237,534,0.1649675626,47,0.07303370787,0,0.6999039231,0.03744032543,0.7030556783,0.2372743754,0.4719101124,0.7409987915,8,True,8,True,8,True,0,0,3,,all_correct,False
365,lot15,16,none,test,8,3237,656,0.202656781,41,0.08384146341,0,0.7667402591,0.02635879969,0.6353313196,0.2382847715,0.306402439,0.6779706316,8,True,8,True,8,True,0,0,3,,all_correct,False
368,lot15,19,none,test,8,3237,616,0.1902996602,43,0.09902597403,0,0.8726275488,0.09818901272,0.6552501005,0.2331232512,0.3571428571,0.6884546735,8,True,8,True,8,True,0,0,3,,all_correct,False
369,lot15,20,none,test,8,3237,579,0.1788693234,45,0.1122625216,0,1.117290184,0.09229433455,0.6913346994,0.2475648114,0.4576856649,0.728428381,8,True,8,True,8,True,0,0,3,,all_correct,False
371,lot15,22,none,test,8,3237,526,0.1624961384,38,0.102661597,0,0.8512438712,0.1198629846,0.7136453514,0.2434531238,0.4904942966,0.744365029,8,True,8,True,8,True,0,0,3,,all_correct,False
372,lot15,23,none,test,8,3237,525,0.1621872104,52,0.09714285714,0,0.88748375,0.1235279529,0.7578672976,0.2113627228,0.5657142857,0.7769767001,8,True,8,True,8,True,0,0,3,,all_correct,False
373,lot15,24,none,test,8,3237,420,0.1297497683,33,0.1285714286,0,0.879831776,0.05232537138,0.7184047782,0.2261281472,0.4619047619,0.7512520698,8,True,8,True,8,True,0,0,3,,all_correct,False
374,lot15,25,none,test,8,3237,542,0.1674389867,39,0.07564575646,0,0.7107540748,0.06654390565,0.7359174948,0.2289109857,0.5276752768,0.7677564899,8,True,8,True,8,True,0,0,3,,all_correct,False
550,lot23,1,none,test,8,3237,595,0.1838121718,46,0.1025210084,0,0.9221885478,0.08710923044,0.6884685748,0.2151099858,0.4016806723,0.7159577487,8,True,8,True,8,True,0,0,3,,all_correct,False
551,lot23,2,none,test,8,3237,702,0.2168674699,41,0.1111111111,0,0.8849972337,0.0840044681,0.675054843,0.2473541235,0.4245014245,0.7139602202,8,True,8,True,8,True,0,0,3,,all_correct,False
552,lot23,3,none,test,8,3237,714,0.2205746061,39,0.2927170868,0,1.819910623,0.1659244657,0.6930233318,0.2304993791,0.4285714286,0.7112003671,8,True,8,True,8,True,0,0,3,,all_correct,False
554,lot23,5,none,test,8,3237,609,0.188137164,46,0.08210180624,0,0.8532569841,0.07764958861,0.6769930474,0.2398519703,0.39408867,0.7139500197,8,True,8,True,8,True,0,0,3,,all_correct,False
556,lot23,7,none,test,8,3237,404,0.12480692,41,0.09900990099,0,0.8404174353,0.2354697479,0.754744568,0.1979936582,0.5198019802,0.7438399129,8,True,8,True,8,True,0,0,3,,all_correct,False
557,lot23,8,none,test,8,3237,471,0.1455050973,37,0.1146496815,0,0.7943831298,0.05018390589,0.6914326374,0.240686788,0.4416135881,0.7303203432,8,True,8,True,8,True,0,0,3,,all_correct,False
558,lot23,9,none,test,8,3237,688,0.2125424776,40,0.1511627907,0,1.144171139,0.03579438473,0.6412844191,0.264483406,0.3837209302,0.6926862685,8,True,8,True,8,True,0,0,3,,all_correct,False
559,lot23,10,none,test,8,3237,541,0.1671300587,33,0.101663586,0,0.7920868042,0.1443397384,0.7144580434,0.2584026493,0.528650647,0.7458316443,8,True,8,True,8,True,0,0,3,,all_correct,False
560,lot23,11,none,test,8,3237,520,0.1606425703,43,0.09615384615,0,0.8461545746,0.1509152723,0.6818552631,0.2484599338,0.4538461538,0.7097639066,8,True,8,True,8,True,0,0,3,,all_correct,False
561,lot23,12,none,test,8,3237,484,0.1495211616,40,0.0826446281,0,0.7830970591,0.07011467187,0.660089693,0.237005041,0.3553719008,0.6977518674,8,True,8,True,8,True,0,0,3,,all_correct,False
562,lot23,13,none,test,8,3237,487,0.1504479456,47,0.09034907598,0,0.8939543666,0.1918736864,0.7060320464,0.230842487,0.431211499,0.7175267043,8,True,8,True,8,True,0,0,3,,all_correct,False
563,lot23,14,none,test,8,3237,606,0.18721038,41,0.1221122112,0,1.0438139,0.03529969832,0.6957060557,0.235575817,0.4455445545,0.7335974613,8,True,8,True,8,True,0,0,3,,all_correct,False
564,lot23,15,none,test,8,3237,562,0.1736175471,43,0.08362989324,0,0.8120342773,0.05663451124,0.6749961713,0.2366863567,0.3825622776,0.7129748343,8,True,8,True,8,True,0,0,3,,all_correct,False
565,lot23,16,none,test,8,3237,438,0.1353104727,43,0.07534246575,0,0.695926821,0.0534312746,0.6826623551,0.2629258163,0.4360730594,0.729482792,8,True,8,True,8,True,0,0,3,,all_correct,False
566,lot23,17,none,test,8,3237,488,0.1507568736,37,0.143442623,0,1.049346855,0.008437648564,0.6857085318,0.2361959084,0.4036885246,0.7251201163,8,True,8,True,8,True,0,0,3,,all_correct,False
567,lot23,18,none,test,8,3237,520,0.1606425703,45,0.06538461538,0,0.6628056198,0.1705664671,0.6872118232,0.2431763902,0.4173076923,0.7086523875,8,True,8,True,8,True,0,0,3,,all_correct,False
568,lot23,19,none,test,8,3237,606,0.18721038,45,0.100660066,0,0.8231893973,0.0821687642,0.6997017705,0.2201966841,0.4240924092,0.7288603643,8,True,8,True,8,True,0,0,3,,all_correct,False
569,lot23,20,none,test,8,3237,590,0.1822675317,44,0.08983050847,0,0.6628129185,0.01834963243,0.6645798926,0.252604908,0.3983050847,0.7106551997,8,True,8,True,8,True,0,0,3,,all_correct,False
570,lot23,21,none,test,8,3237,582,0.1797961075,44,0.1065292096,0,1.011262395,0.1081690637,0.6588387405,0.2426306346,0.3625429553,0.6936399743,8,True,8,True,8,True,0,0,3,,all_correct,False
571,lot23,22,none,test,8,3237,521,0.1609514983,42,0.07101727447,0,0.6532309737,0.05028149203,0.6862732981,0.2434292925,0.43378119,0.7263517695,8,True,8,True,8,True,0,0,3,,all_correct,False
572,lot23,23,none,test,8,3237,435,0.1343836886,39,0.08735632184,0,0.7962189262,0.1233024135,0.7524131068,0.2206671306,0.5770114943,0.7742764625,8,True,8,True,8,True,0,0,3,,all_correct,False
573,lot23,24,none,test,8,3237,339,0.1047265987,35,0.09734513274,0,0.6348515254,0.04587673213,0.7428061179,0.2209554446,0.5752212389,0.7735202306,8,True,8,True,8,True,0,0,3,,all_correct,False
574,lot23,25,none,test,8,3237,511,0.1578622181,49,0.0782778865,0,0.8700876997,0.03172116102,0.7161653995,0.2447484669,0.5166340509,0.7560894357,8,True,8,True,8,True,0,0,3,,all_correct,False
900,lot37,1,none,test,8,3237,522,0.1612604263,47,0.07088122605,0,0.7188943762,0.07177150651,0.7120524258,0.2552357356,0.5402298851,0.7529196433,8,True,8,True,8,True,0,0,3,,all_correct,False
901,lot37,2,none,test,8,3237,555,0.171455051,46,0.07387387387,0,0.7877318671,0.01869290271,0.7089312387,0.2204939514,0.427027027,0.742134799,8,True,8,True,8,True,0,0,3,,all_correct,False
902,lot37,3,none,test,8,3237,588,0.1816496756,37,0.231292517,0,1.48669981,0.06265490653,0.6136006271,0.27141038,0.3299319728,0.6679209597,8,True,8,True,8,True,0,0,3,,all_correct,False
903,lot37,4,none,test,8,3237,560,0.1729996911,42,0.125,0,1.113867685,0.0723384661,0.6963222287,0.2560410733,0.4517857143,0.7382897518,8,True,8,True,8,True,0,0,3,,all_correct,False
904,lot37,5,none,test,8,3237,483,0.1492122335,42,0.1449275362,0,1.089858269,0.06360189216,0.683499046,0.2549715776,0.4409937888,0.7266372226,8,True,8,True,8,True,0,0,3,,all_correct,False
905,lot37,6,none,test,8,3237,608,0.187828236,52,0.07730263158,0,0.768065207,0.05023122626,0.7164945034,0.2309378236,0.4983552632,0.7510564281,8,True,8,True,8,True,0,0,3,,all_correct,False
906,lot37,7,none,test,8,3237,650,0.2008032129,41,0.09692307692,0,0.9895803306,0.03368449958,0.7133589754,0.2324197999,0.4738461538,0.7494546281,8,True,8,True,8,True,0,0,3,,all_correct,False
907,lot37,8,none,test,8,3237,559,0.1726907631,43,0.07692307692,0,0.7828465302,0.08061515952,0.7148856063,0.2319619157,0.4847942755,0.7471764865,8,True,8,True,8,True,0,0,3,,all_correct,False
908,lot37,9,none,test,8,3237,582,0.1797961075,53,0.06529209622,0,0.8095026721,0.02329736582,0.6961865818,0.2204534693,0.4089347079,0.7298282105,8,True,8,True,8,True,0,0,3,,all_correct,False
909,lot37,10,none,test,8,3237,442,0.1365461847,42,0.08597285068,0,0.757347661,0.09734581057,0.6387023303,0.2377004515,0.3325791855,0.6744168837,8,True,8,True,8,True,0,0,3,,all_correct,False
911,lot37,12,none,test,8,3237,635,0.1961692926,45,0.07559055118,0,0.8939995212,0.1146758747,0.6747709536,0.2280210661,0.3543307087,0.7029061178,8,True,8,True,8,True,0,0,3,,all_correct,False
912,lot37,13,none,test,8,3237,412,0.1272783441,40,0.08252427184,0,0.6292749465,0.1239171763,0.7167898306,0.2348204894,0.5024271845,0.7439348227,8,True,8,True,8,True,0,0,3,,all_correct,False
913,lot37,14,none,test,8,3237,552,0.1705282669,44,0.115942029,0,1.016792857,0.02394994853,0.7075307885,0.2300135995,0.4637681159,0.7435298433,8,True,8,True,8,True,0,0,3,,all_correct,False
914,lot37,15,none,test,8,3237,534,0.1649675626,38,0.1310861423,0,1.002273836,0.1268847142,0.7412220954,0.2225493404,0.5168539326,0.763377969,8,True,8,True,8,True,0,0,3,,all_correct,False
915,lot37,16,none,test,8,3237,458,0.1414890331,45,0.08296943231,0,0.7745792126,0.1229784204,0.7008821854,0.2286661191,0.4716157205,0.726832975,8,True,8,True,8,True,0,0,3,,all_correct,False
916,lot37,17,none,test,8,3237,486,0.1501390176,47,0.05144032922,0,0.5893820769,0.05475945741,0.6636702307,0.2485038073,0.4032921811,0.7064606522,8,True,8,True,8,True,0,0,3,,all_correct,False
917,lot37,18,none,test,8,3237,506,0.156317578,44,0.1146245059,0,0.8969401834,0.06704109634,0.6697594411,0.2679508998,0.4031620553,0.7181497006,8,True,8,True,8,True,0,0,3,,all_correct,False
918,lot37,19,none,test,8,3237,506,0.156317578,44,0.0790513834,0,0.7999428476,0.0797236011,0.7130233411,0.2326970987,0.4822134387,0.7457126527,8,True,8,True,8,True,0,0,3,,all_correct,False
919,lot37,20,none,test,8,3237,743,0.2295335187,35,0.1601615074,0,1.367615487,0.04946939735,0.7371324768,0.2103370008,0.4751009421,0.7649177579,8,True,8,True,8,True,0,0,3,,all_correct,False
920,lot37,21,none,test,8,3237,449,0.1387086809,44,0.09131403118,0,0.8351589919,0.07739495187,0.6414461109,0.278370765,0.4276169265,0.6948243183,8,True,8,True,8,True,0,0,3,,all_correct,False
921,lot37,22,none,test,8,3237,402,0.1241890639,37,0.07711442786,0,0.6949401711,0.01999334156,0.7031806201,0.2367977704,0.4527363184,0.741617792,8,True,8,True,8,True,0,0,3,,all_correct,False
924,lot37,25,none,test,8,3237,371,0.1146122953,43,0.06738544474,0,0.5904626285,0.06331174133,0.6402128396,0.2475981195,0.3153638814,0.6833766824,8,True,8,True,8,True,0,0,3,,all_correct,False
1225,lot50,1,none,test,8,3237,469,0.1448872413,38,0.1108742004,0,0.8969683425,0.06786792671,0.6120514568,0.251644516,0.3347547974,0.6581723722,8,True,8,True,8,True,0,0,3,,all_correct,False
1226,lot50,2,none,test,8,3237,490,0.1513747297,43,0.1224489796,0,1.013695706,0.1262846956,0.6996653565,0.2370108148,0.4530612245,0.7277659459,8,True,8,True,8,True,0,0,3,,all_correct,False
1227,lot50,3,none,test,8,3237,513,0.1584800741,40,0.08576998051,0,0.8230835865,0.05249781374,0.6853194092,0.2592507431,0.432748538,0.7307438707,8,True,8,True,8,True,0,0,3,,all_correct,False
1228,lot50,4,none,test,8,3237,538,0.1662032746,47,0.0780669145,0,0.6916803797,0.04745672765,0.7229289497,0.2100667327,0.4516728625,0.7512789996,8,True,8,True,8,True,0,0,3,,all_correct,False
1230,lot50,6,none,test,8,3237,459,0.1417979611,47,0.09803921569,0,0.8565012261,0.0474645819,0.6453206699,0.270607747,0.3877995643,0.698036456,8,True,8,True,8,True,0,0,3,,all_correct,False
1231,lot50,7,none,test,8,3237,590,0.1822675317,46,0.06779661017,0,0.813293428,0.06311147736,0.7174012789,0.223976231,0.4728813559,0.7488403451,8,True,8,True,8,True,0,0,3,,all_correct,False
1232,lot50,8,Edge-Loc,test,2,3237,752,0.2323138709,40,0.3909574468,0,2.412476469,0.2309922354,0.7123133581,0.2254527305,0.4348404255,0.7104887397,2,True,2,True,2,True,0,0,0,0,all_correct,False
1233,lot50,9,none,test,8,3237,580,0.1791782515,49,0.1344827586,0,1.085111197,0.06153907904,0.7037303688,0.2452987437,0.4827586207,0.7426419753,8,True,8,True,8,True,0,0,3,,all_correct,False
1235,lot50,11,none,test,8,3237,639,0.1974050046,44,0.1627543036,0,1.18480932,0.09497972222,0.671627448,0.2423965626,0.3881064163,0.7076202547,8,True,8,True,8,True,0,0,3,,all_correct,False
1236,lot50,12,none,test,8,3237,423,0.1306765524,39,0.1252955083,0,0.9367977808,0.1257913106,0.7284661438,0.2161980824,0.4704491726,0.7493134054,8,True,8,True,8,True,0,0,3,,all_correct,False
1237,lot50,13,none,test,8,3237,600,0.1853568119,41,0.14,0,1.189937849,0.02696495403,0.7175071643,0.2330256741,0.4866666667,0.7538566742,8,True,8,True,8,True,0,0,3,,all_correct,False
1238,lot50,14,none,test,8,3237,439,0.1356194007,43,0.07744874715,0,0.7029415635,0.08537301358,0.6953585585,0.2618251586,0.4943052392,0.737991349,8,True,8,True,8,True,0,0,3,,all_correct,False
1239,lot50,15,none,test,8,3237,553,0.1708371949,42,0.1265822785,0,0.9638962325,0.0579210596,0.6968261844,0.238270405,0.4231464738,0.7340858293,8,True,8,True,8,True,0,0,3,,all_correct,False
1241,lot50,17,none,test,8,3237,524,0.1618782824,45,0.1717557252,0,1.206208915,0.05030877737,0.6638230231,0.2678772523,0.4522900763,0.7139687053,8,True,8,True,8,True,0,0,3,,all_correct,False
1242,lot50,18,Loc,test,4,3237,712,0.2199567501,40,0.3202247191,0,2.00677348,0.05959139213,0.6083983137,0.2733923676,0.3188202247,0.6642558123,4,True,4,True,4,True,0,0,0,0,all_correct,False
1243,lot50,19,none,test,8,3237,526,0.1624961384,45,0.1178707224,0,0.9514051813,0.09692251021,0.6690984869,0.2675678237,0.4600760456,0.7139714595,8,True,8,True,8,True,0,0,3,,all_correct,False
